paperId,journalName,volume,year
30ca396d023fdf91b59db2eb107b173ca796a34f,Nature,29,2024.0
de0cd1cb27ab7a8774b61cb0ee7d6795cb99c690,Journal of Financial Economics,33,2024.0
f92922a9fe4e6bb603291249796d80d09d1fd9f3,International Journal of Innovative Science and Research Technology,38,2024.0
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,International Journal of Food and Nutritional Science,22,2023.0
50aaa8443a323df21d7ed4efbcbaf465a86dee49,Reflections on Artificial Intelligence for Humanity,44,2024.0
5cde474869cb230a29b3ba0f6f685f5162b1a1a1,BMC Medical Education,19,2023.0
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,Nature,4,2023.0
f08060425aa8a212d74185ee23a08329b89abcd2,Nature,18,2023.0
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,International Journal of Educational Technology in Higher Education,32,2023.0
8d020275181c69e5e768c6ffc40e09710a6f54f1,Science,43,2023.0
8d984ee2eeabb630014f31fc759d4980830c4bdb,Critical Care,32,2023.0
20c02c51420a69ae39b74d8d73148417819dacc1,Cognitive Computation,31,2023.0
9dafa6c5c609348b46734fc8997b93b3587fec6e,Journalism &amp; Mass Communication Educator,38,2023.0
f9c602cc436a9ea2f9e7db48c77d924e09ce3c32,arXiv.org,16,2017.0
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,arXiv.org,11,2016.0
bc00ff34ec7772080c7039b17f7069a2f7df0889,Nature Machine Intelligence,49,2018.0
0090023afc66cd2741568599057f4e82b566137c,ACM Computing Surveys,4,2019.0
f9c990b1b5724e50e5632b94fdb7484ece8a6ce7,Neural Information Processing Systems,33,2015.0
597bd2e45427563cdf025e53a3239006aa364cfc,Neural Information Processing Systems,9,2020.0
7872f34e2a164c5cf3c34a7a7433dc3342b6c7ea,SN Computer Science,35,2021.0
168f28ac3c8c7ea63bf7ed25f2288e8b67e2fe74,Journal of machine learning research,45,2011.0
d422df8bff4e677a3077635db116679d25142bfc,Science,20,2015.0
56e8863838b4dcc4790108cd1e7e680a104a7c30,International Journal of Science and Research (IJSR),7,2022.0
668b1277fbece28c4841eeab1c97e4ebd0079700,J. Electronic Imaging,34,2006.0
2e2089ae76fe914706e6fa90081a79c8fe01611e,Neural Information Processing Systems,41,2012.0
46f74231b9afeb0c290d6d550043c55045284e5f,IEEE Signal Processing Magazine,36,2012.0
c292e473b3825eeb9db03c70b2e1c033aea190d5,Nature,37,2018.0
df70977e0347b76fb049c17c3956f643bcb43a55,De Computis,18,2023.0
d21703674ae562bae4a849a75847cdd9ead417df,SIAM Review,27,2016.0
8416d28936df5c8525fc7f0707d40b9a77842b40,The Journal of IMA,38,2011.0
35ebed28c967acbfe38fa757f4e7023d075beaeb,Nature Machine Intelligence,21,2019.0
7bf47af1f989c1a999d7dab24d86d19f13e8ba55,arXiv.org,36,2019.0
378236591fc05e79204fd904e9f864efa31cdc74,IEEE Transactions on Artificial Intelligence,43,2023.0
11159bdb213aaa243916f42f576396d483ba474b,Minds and Machines,18,2019.0
cfaea43aec271372091aadbc65f089ca67cac8d5,International Journal of Artificial Intelligence in Education,32,2021.0
6d77a03fbf6341674a52d9bf95c9e49f02ef1a74,Big Data & Society,8,2016.0
9579e5da1ff04e22545f24d21d6466a183989aa0,Medical Principles and Practice,14,2020.0
7700d89c3a2c898daadd111372566f7146310f5a,Science and Engineering Ethics,26,2019.0
eb01bc01c4721bcddac41fcd61d7d9a17859e049,New England Journal of Medicine,42,2020.0
0ea5edaae43b26798190fd6ead50d447033e7d13,AI and Ethics,34,2022.0
a6de042d8a2baeeeb3d7e37e03c66c1fe07e7b36,Patterns,27,2021.0
81724fc78479516c84128aec90ff42b6793ad547,,17,1986.0
5bb0064cc5794402fe057bfee254439c0ab30a1b,Science and Engineering Ethics,41,2023.0
6f6752ba8c77740089f18ac99a6d3b0acbcbcb98,AI and Ethics,13,2023.0
0a1da3d352f83f7c539e621ed0ec4d292d812a10,Social Science & Medicine (),27,2020.0
850c0d21088d22dafc5e18c1c388c92d5dd6d6d1,BMC Medical Ethics,36,2022.0
9a9fe449b96b13c93175fe805a8622487ac729db,BMC Medical Ethics,8,2022.0
f298649194c1be9cb55574c047756ae7e8a62d6b,,10,2018.0
b6328d4664aed6b5d7e824f1867b653069d6f252,Science and Engineering Ethics,34,2020.0
7b1ffafef827523eadcb8af37d0691d5dd139387,IEEE Transactions on Image Processing,5,2023.0
770409ae47e74f97914778198a617238876bd66f,IEEE Communications Magazine,48,2023.0
42b1cb0030e174ba4395d987df77cfa6d112d221,arXiv.org,6,2017.0
92893716be3b7fed89e989dfd4ab4af5e5d8f214,IEEE Transactions on Pattern Analysis and Machine Intelligence,31,2020.0
c8c494ee5488fe20e0aa01bddf3fc4632086d654,Computer Vision and Pattern Recognition,14,2016.0
11babff42b5bf9841ebb87781bfc21f74acb3d28,Neural Information Processing Systems,43,2019.0
10ffcae001fa724f9fd49fe0726c32166df9209b,International Journal of Intelligent Systems,5,2021.0
9cf22346cf0219f32480259848c8ac7ed5519291,Data Intelligence,1,2020.0
6c96408fc1e34effc99ec4cc35b5561ef0c1fed3,"Software, Practice & Experience",21,2020.0
ff1006af5272a01578d85dcc91b3189f161313da,DeepOntoNLP/X SENTIMENT@ESWC,11,2021.0
97da4ccd1a1a24ed5361e610d23c1ffa38b1e86e,Semantic Web,44,2020.0
5d62ffc9a5527d1fd52342ff3359c2bb5e7cc4de,European Journal of Clinical Microbiology and Infectious Diseases,48,2019.0
63288534c93f8854a34e5511d9171c5f71ec2886,International Journal of Environmental Research and Public Health,49,2020.0
61e81f3ffc2bc50d3b5d5b43b605827d8823029a,BigData Congress [Services Society],6,2019.0
5163202b22dacbe53d2eba7648db5c8e054b9985,Information Systems Frontiers,22,2019.0
8dd4e1d29e21f0d7ea77f15754a1df2d1ddaf000,Journal of medical systems,27,2018.0
d982b20b110fcbc0968bb15779f3ab9bcf19d7d0,Journal of Biomedical Informatics,12,2018.0
6dbcc8b895dc4cfcdbeef2f40df2d359430c63de,eGEMs,32,2018.0
6b98ed331511f43e0a4fcea280aaa8211fe51e7e,Orphanet Journal of Rare Diseases,36,2018.0
0856f7c043b812e684593ed989151e2300e789de,Journal of Organizational Computing and Electronic Commerce,48,2018.0
fd1ce8caf8b2f79d93927d62878e44d3ca05a45f,BMC Health Services Research,14,2017.0
cee40d92f73c50917be4ae49e93b80938d170501,bioRxiv,5,2021.0
5efd220485be7b4dc25810516000f99e6a22b226,Health Care Supervisor,9,2017.0
d3bfb87bd91df4886d9324033540336b51bb01d2,SKDD,15,2012.0
b93f20d9b50e55678fbfd456647ec43e708b0b9a,Softw. Impacts,18,2023.0
f2be3b5785dab92c4b06db935413e4b0e54104fa,Journal of Biomedical Informatics,10,2022.0
128a1868adbada6ef5d228b1c9850c10719a9c9c,Business & Information Systems Engineering,40,2020.0
144c4ed958d841b3e8c247e694024aabf6747986,ACM Computing Surveys,44,2021.0
23c3ad5b037b36feb61ad2241d3a7edbef61d615,Business & Information Systems Engineering,41,2021.0
eda4543ecb1cd48a9a7b9e8149e6fca05cde79ef,Business & Information Systems Engineering,39,2021.0
29d1d93ab3646bef21b9e0cbe3ed97d2edf09c25,International Journal of Production Research,11,2021.0
40132e42a2232d3f2b916043b718074c6aa520fe,ACM Transactions on Management Information Systems,25,2021.0
25ff9fc2cb4abcd5f256f3a10c12b4b1743c5f73,WIREs Data Mining Knowl. Discov,17,2021.0
7d1fbe8c45c94a37fae6f4c0c5e29db0dc164e85,Journal of Big Data,31,2020.0
c064bbe0da20cf876759d5425c78b994ca5e385b,International Journal of Environmental Research and Public Health,25,2020.0
a11e157cb828b800426223f0a3d79e8fb122c8cc,arXiv.org,42,2019.0
cad4e03a11703fa2e9395246611be6477f9c791b,Studies in Computational Intelligence,39,2020.0
fd22733221dba1db75152e271679f664d5863ba1,Business Process Management Journal,27,2020.0
328926c090b184c3c62b4d6224cc7b7fdc318c53,J. Am. Medical Informatics Assoc,21,2023.0
2419d6b5e83d6175d31772e40cedbac1936da541,npj Digital Medicine,4,2020.0
3a8c344f67d5081ead5f7dd5ebf0f760d69fc01d,British medical journal,16,2022.0
83b6a76ba5112d27bdbfca3efd2ed918d8e73db5,Nature Network Boston,1,2022.0
379f07b22b71ccd34c8d501494b5ea27d92ce4a8,Pediatric Research,5,2022.0
ce99117aebe0d31e9cb40b1d751b19141ac044d7,Computers and Electronics in Agriculture,34,2020.0
8fa608859d3e7b58a1565c9fcd4968eadfc591cb,Journal of Reliable Intelligent Environments,22,2021.0
2c12a45f364ffc6ffab407b435259c2fe823bfc3,Annals of Operations Research,2,2021.0
abd80cbfc64611f2adb75108fe76b0c329fd212d,British medical journal,29,2020.0
9edb3290e2c062ab9696e606a98ffb968d953f2e,IEEE Access,41,2020.0
576e10666dc5d0cca6d2612f4a07d33c9cd16410,Medical decision making,32,2020.0
5f48e7be390a61846e38976df2aeade9a6502e6c,Journal of Medical Internet Research,13,2020.0
bdf2dfe9fddcce6142d402f6c08e98026bb2408e,Journal of Medical Ethics,2,2020.0
a8929b6959092c6e387213aac3a5b6a8f84aaea3,Decision Support Systems,40,2021.0
fb082e10a0bad408a620a75ff81af3eead1f8d20,IEEE transactions on engineering management,24,2020.0
34834c25abd2c895e8236b9ed608239eab1f6e0d,Medical decision making,22,2020.0
864ae59035edfdbd7d2b42c9d76907f7be6658d5,Nature Communications,43,2020.0
1275cd60441945b9d094bded352d4a73971bc23b,Decision Support Systems,40,2021.0
893644d781fcbcad807f97a8494c14f66c0684e5,IEEE Internet of Things Journal,47,2020.0
b677b2b1b4944c97a7a4ac3aba286290dbd7b9a7,Medical decision making,32,2020.0
aaddbc150828556386afbd21acead6d47ed63ad9,,29,1997.0
1b62d32d291332697f755312690eb5ac867da533,Knowledge and Information Systems,41,2017.0
442d50f13dbfc1d550a30f80fbe0d9ec38df6ac3,BMC Medical Informatics and Decision Making,8,2020.0
33bcf3348fb08d549eba745f899fef4f8b5f1dc8,Interactions,17,2018.0
356cddd204074262d32495583209671bd91498e0,Peer to Peer Networking and Applications,14,2019.0
915d0fbe3243eab27781bc5e492877b81fc0ce33,Neural Computation,41,2019.0
049f4c438ce9eefa622ae5ba5fb7e34443b86133,North American Chapter of the Association for Computational Linguistics,42,2019.0
bd3e894559bbcbd114ab08108767b6efefbeb25e,Nature Communications,45,2020.0
5ab4fa95ed0097e72ff9a94dee5e45bcec30395c,CACM,28,2013.0
319ba939c48cfc6be88b392ff9cb467c7cfb746f,Interacting with computers,37,2016.0
8afe1a3072bb8e42ae91cc6f1fbf4b662be74178,International Journal of Innovative Science and Research Technology,48,2024.0
bff0a0824c1741d2fcd327896daea5a2d4bf1e5e,IEEE transactions on intelligent transportation systems (Print),7,2016.0
8d8fe6ceb0a1b7116d530d1893a474043cb1374a,arXiv.org,29,2018.0
8afc6e07edecac047ad678fbc4613daf10a6db35,Journal of Cutaneous Medicine and Surgery,5,2010.0
bb46c3675b630517828d77df5acf97a67416aaff,Scholarpedia,21,2004.0
c7d28a596f30be3a20056b95faff5e0c87fe426c,IEEE Transactions on Cybernetics,39,2019.0
a3569826e5ae9d32dfcf6b67f635ddcf277c25f3,Nursing Ethics,43,2020.0
f4a22273732062f1bed050b7094322975e4a79eb,Information systems management,6,2005.0
54816d1769ed39613f310d2ac0d0561bec4bea8d,arXiv.org,9,2022.0
6a505dbfb89cf05344457bf85b2e8307af5c4ad0,Artificial Intelligence,4,2019.0
49149bd7c772b77937f459f56e5bf01c1ac4675f,Scientometrics,19,2016.0
dbff7a7f371c84cc8d3aef365d2be3ea505da4bd,IEEE transactions on fuzzy systems,25,1995.0
688701cc75bec5447af496206460c9613828171b,European journal of internal medicine,20,2008.0
334af19ed84ac8aed01c9d2b58e3a1ded81c2b84,Inf,19,2019.0
c590d2c8c2fb6ce5d32ee9165ab24171165f2b70,Neural computing & applications (Print),19,2018.0
917cdc9d3bfd45bfbe5647d76c5d212e6fd0313b,Trans. Petri Nets Other Model. Concurr,26,2020.0
07d4304493c19202bb172660179734b522314b71,TMIS,9,2012.0
10080182f4af5c39749023831956e708e3e2bb22,Science and Engineering Ethics,31,2017.0
98f76de8d40728768b08ce85bb841250741c9f56,IEEE Transactions on Knowledge and Data Engineering,17,2020.0
e21700b05fc480d4f2c18462dbeaaf90dadb378d,Int. J. Medical Informatics,5,2019.0
a283651b716e32dfe1c51189317f41daf93110a7,Journal of Eukaryotic Microbiology,14,2005.0
5e0430228fb19aef8b5fd4f9222bcc84639432e7,Evidence Based Medicine,44,2016.0
af2e6165b68e75c911dfdb8f81f9ab6627722ab7,Annual Meeting of the Association for Computational Linguistics,39,2015.0
11ff55939971afa75b2ebf18e931c151fd131fb0,Computational Geosciences,32,2016.0
2ff707cf6152b751109cd427b919a0e2e66ae55d,arXiv.org,20,2019.0
a2fd60f892a6d5254e2f87a00f09165ad0074c6f,IEEE Transactions on Computational Social Systems,27,2021.0
3404438368f3f1e4b5146d11b853a9896f18cca2,National Science Review,26,2020.0
3ec336d755367e7bd765942318948bc69762fff0,Science and Engineering Ethics,40,2016.0
505422c6e07b356969e641cdb0985ab2c85ccae4,Computer Vision and Pattern Recognition,37,2021.0
c0b5eb51d3bd286c56bc269b03e5dba95415659d,Academic pediatrics,15,2022.0
a411f6a0e6473137ac1a538f7cee65722fa3584f,Nature Genetics,20,2000.0
d22531e9d4961cfa06cbd4bf174457247ea74f93,Vision,46,2011.0
d00037118f62d02fd362d51b1790c48cb02bb4cd,Theory and Practice of Logic Programming,28,2017.0
fb33d9761355ce89fb83530378d7c8d5869200e1,Information and Software Technology,50,2010.0
9838def2e2b2df64c937bb6e54cb2b3564d0417a,Computational and Structural Biotechnology Journal,20,2019.0
59512b94cec231d773de986940657f69c45a0b2d,SWIM '12,39,2012.0
b0a6fb54186297c9b70173c3b49bd85906342c58,IEEE Access,4,2018.0
bf3a7271860b1667e3ceb84e5bc400d2635ff8b7,Biochemia Medica,23,2012.0
ef8772242235273359511b139691f2f88eb5e87a,Technometrics,45,2002.0
30ed2c03b4a9f243e50669de541b58963ef67993,European Journal of Information Systems,30,2014.0
83921dcd195659e132397d6113603fddf832c0d5,CACM,21,2005.0
aba48504f4f9563eafa44e0cfb22e1345d767c80,Neural Information Processing Systems,11,2016.0
84b5b475909f96d8a392050e210acc41b0124d24,IEEE Transactions on Information Forensics and Security,1,2015.0
d8695b31e213d613e2e3ee9f6b23dc2dc936d26b,Expert systems with applications,30,2020.0
dfaaa549bfe5bb7f9ac157f84878b36609e6a0b0,Nature Methods,12,2014.0
9ec6f2591a57c0637eec7cdc4a9b8e4853a073d4,Journal of Magnetic Resonance Imaging,49,2006.0
33cb597dde84766b1cdd6f35c964d83c9a718b39,ECML/PKDD,20,2012.0
4f4a9ec008ee88f1eabc7d490b2475bf97913fbb,WIREs Data Mining Knowl. Discov,36,2018.0
7b9b756ab509cb9f52dbac95e3e901d571f0784f,IEEE Transactions on Neural Networks and Learning Systems,42,2020.0
e50db41ef56a0c33832ac35b269e4b1139903dcb,IEEE Communications Surveys and Tutorials,27,2015.0
2a0cd04fd7c2b81a99150d0ddd5d85662cad6605,Cancer Research,13,2019.0
99d2b2b6368d995744205c13c6b11e69024a5205,Personal and Ubiquitous Computing,7,2006.0
84c97789ff901f53af68d4f7b843802c5e588940,JAMA dermatology,43,2020.0
2ec887953875a1294e5a3a799e0b3a266439715a,Psychology Science,5,2020.0
6bc4b1376ec2812b6d752c4f6bc8d8fd0512db91,IEEE Transactions on Pattern Analysis and Machine Intelligence,16,2017.0
8985547dcfd935830bb41370f7b86fc130d1bf40,Annals of Operations Research,18,2006.0
a0d2a5a6098218772e5772ebf8de6efc194c7596,Artificial Intelligence,13,1974.0
bd1331b233e84bab7eba503abc60b31ac08e7881,arXiv.org,15,2022.0
64d2fe89ba7f105cb96796742f4dcbf4e56bd2ca,Science,41,2011.0
0c2f73dabc93da2e5ec15b2d66b5be274d500f07,World Wide Web journal,36,1997.0
04fae630499c41fbf1e4a283322913ba413bd880,Nature Cell Biology,6,2019.0
de7cff83dfd2e7ffe6286f52adc13a76dbe16c67,arXiv.org,13,2012.0
2dcd72e8c348052fc4bdb01851fb4f288e7492a2,Nature,10,2018.0
bad123c5fc2a023b1393fe698a8de10533de8eb9,British medical journal,1,2010.0
5d8e39d1f47cf8d5270dec9453dfe44f65ce5365,Addiction Science & Clinical Practice,42,2015.0
00c71f72eb837e2342dbda8761664e221e2a03df,The Lancet Respiratory Medicine,7,2020.0
6c4a60a9661a73d21e5c807df8e6f2553f8e58d4,International journal of human computer interactions,28,2021.0
a5a9b1867050167594bd459c7235e6540236d5ea,Analytical Chemistry,2,2019.0
3ba8c1ad0dad89c3b07ff54176ecf06399e020d8,J. Spatial Inf. Sci,31,2014.0
259d49358716f03f971045c2c570ded7f2879dc1,SPIRE,25,2014.0
6cd6301c1910cc4070c629a368881de40febf13e,Pattern Recognition,10,2011.0
962ba41bcdd51808079eac1ae3f15dd759d3358d,Obstetrics and Gynecology,25,2009.0
7477379ab2b7d854620daa487cdf639761185a01,Optical Switching and Networkning Journal,22,2018.0
3abc85796f4f50a8592b53f361c62ffcb80ce259,Comput. Biol. Medicine,2,2006.0
5448052028d8a33f0ab290c9bd26addbd98aaa4c,Nursing Ethics,28,2016.0
ca870d3dbfdddaef4a92e60f53d2077dbe0fdd0a,ADKDD@KDD,20,2017.0
047238356ae93372a97be3b4cbd36ae6fee71ae5,Measurement and Modeling of Computer Systems,49,2019.0
4df2539d6f08d3333e01b1e3209794f97c86ab42,Journal of Biological Chemistry,47,1990.0
3f953db9193952f84d7869b0f2f99fb40bdbc442,IEEE Micro,2,2010.0
2628ffeb9520bf93bbfd5cbd4df7cc5e0209ed0e,Nature Biotechnology,14,2018.0
970adc0c514bacabd7a6e25e6d6a4141b6fb8f08,Academic Emergency Medicine,27,2016.0
b7ba8ba43ca3b0d9cbdd94ef9f6f0346a283869f,Trends in Genetics,35,2017.0
92aa7a40eff2061de6ed4d9fc2c4bb47cc7c157c,Journal of Forensic Sciences,20,2005.0
323f0caf1f2c310db0ceaa5f94a56e63e7100c51,Healthcare Informatics Research,1,2016.0
1d58fdd8a1f9d9d4fd3869905d09142aea8869ef,International Journal of Machine Learning and Cybernetics,47,2015.0
36f49b05d764bf5c10428b082c2d96c13c4203b9,Neural Information Processing Systems,26,2011.0
5360ef005ec9313507cd8b545ad19937c3f56a8d,IEEE transactions on intelligent transportation systems (Print),38,2020.0
