proceedingId,conferenceName
aff7a813-dac3-472e-80ad-616d4d152c43,ACM SIGMOD Conference
38cd018a-9817-4702-8f23-2f53d9b17d82,ACM SIGMOD Conference
49ab2c01-0821-4e01-8376-5e552f3931f9,ACM SIGMOD Conference
b6afde84-dc86-48f6-9b3b-689bcbbacefe,ACM SIGMOD Conference
725aba0e-32d9-4d60-8b10-376473526fcb,ACM SIGMOD Conference
3ff884b3-d05f-472e-bbf4-3673f54bf835,ACM SIGMOD Conference
866808c0-393e-4c8b-a18f-94a731470d29,ACM SIGMOD Conference
7795acb7-6cf7-4191-92d5-2b55e7aa8a90,ACM SIGMOD Conference
9747535a-58f9-4254-87fa-d167e2d33944,ACM SIGMOD Conference
b6d0b6c1-76d8-4aa1-816d-1add7341737d,ACM SIGMOD Conference
7acd7e47-19ff-4853-b057-eb0b8377c648,ACM SIGMOD Conference
f1c98545-9486-41c7-acb0-90a088fccc44,ACM SIGMOD Conference
1822ce5b-0713-41a6-a891-9e645446eeda,ACM SIGMOD Conference
78c70e4f-1c09-40dc-b56c-e7366621a7b7,ACM SIGMOD Conference
44351412-1442-489f-a47f-e5a36cd99ac9,ACM SIGMOD Conference
7a972efb-459d-40d0-988f-2edede336e5d,ACM SIGMOD Conference
7af88b81-b632-417d-ad70-8d70ca885bf3,ACM SIGMOD Conference
5ef6d336-ce54-44a6-888f-8dc68cf13929,ACM SIGMOD Conference
eb973d2c-f2c9-4391-adb9-938827b346e8,ACM SIGMOD Conference
7e2a04dd-341e-49dc-a6ed-085bbe4be599,ACM SIGMOD Conference
2f9a1193-eb68-48aa-b9ff-d244f1163c30,ACM SIGMOD Conference
33ca9461-bf4e-4fcc-af55-594e5b5be65e,ACM SIGMOD Conference
13fbd851-639b-4faa-9da6-1a36fcb8dba5,ACM SIGMOD Conference
ba6d14af-8f5e-4b5f-8837-c89a9b4ac605,ACM SIGMOD Conference
8fc9e154-1d90-43d9-b017-fcdeb5a86d78,ACM SIGMOD Conference
11db8142-8467-48db-87b9-d4415a0f5286,ACM SIGPLAN International Conference on Functional Programming
3bae11d6-791c-4589-90c0-67a1fa9c3bf3,ACM SIGPLAN International Conference on Functional Programming
11941178-691d-47c3-9866-ac6d31b4c426,ACM SIGPLAN International Conference on Functional Programming
33afae80-825f-491a-a4e5-a0dbfbe48d6a,ACM SIGPLAN International Workshop on Types In Languages Design And Implementation
edbd3f59-87f4-4408-906e-956632099566,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
19979f4a-de43-4fb0-8736-38946c212c6c,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
ae5343cf-1dc7-4ca2-bb79-58b0a69b0f4d,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
7e900ab6-366f-4692-9e04-d75457756be5,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
45895de7-b231-47aa-9efa-8507053e1baf,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
3615a59a-ffe4-497b-b3c4-77e043747d88,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
45b776a6-850d-4802-b7c8-d940e4b084b3,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming
c5b06315-dbdf-4e17-8d46-c36ac90bce15,ACM SIGPLAN Symposium on Programming Language Design and Implementation
c364a149-bd39-4d0d-8acd-709898f5403c,ACM SIGPLAN Symposium on Programming Language Design and Implementation
f9fad56b-eda9-461e-af1d-0827d11d67eb,ACM SIGPLAN Symposium on Programming Language Design and Implementation
982118be-d6ce-4373-977f-795ea30d849b,ACM SIGPLAN Symposium on Programming Language Design and Implementation
3aeea803-096c-400c-9a31-dac49fe5f36b,ACM SIGPLAN Symposium on Programming Language Design and Implementation
692cd8fb-d1fb-403a-8281-76fbf0f617f9,ACM SIGPLAN Symposium on Programming Language Design and Implementation
0d6e88e0-e975-4e59-8c86-41ee89f6feb5,ACM SIGPLAN Symposium on Programming Language Design and Implementation
491446f2-71b6-4d9d-b7ac-e88278bc16b0,ACM SIGSPATIAL International Workshop on Advances in Geographic Information Systems
e5258e91-763e-4573-94cf-61590993edad,ACM SIGSPATIAL International Workshop on Advances in Geographic Information Systems
ddf57cfb-9037-46c0-8226-41e71a6562bd,ACM SIGSPATIAL International Workshop on Advances in Geographic Information Systems
84865a40-4a91-4896-a629-b88b81f0d2f8,ACM Southeast Regional Conference
bbe6ac60-c13e-4fb1-8c4d-b09fe7732f6e,ACM Symposium on Applied Computing
780f8274-e88e-4604-8b5b-d15e34389f0e,ACM Symposium on Applied Computing
f0c40d8b-1329-4575-a3f9-97c46da9ad43,ACM Symposium on Applied Computing
bd89db40-b8ea-4e0a-a122-b52ecb81f9f1,ACM Symposium on Applied Computing
e5eca61b-e423-4b26-bbab-57974b8177fb,ACM Symposium on Applied Computing
aeeb0e02-6e80-4513-abdc-dde0f39443e8,ACM Symposium on Applied Computing
23e7c2eb-7103-4cf9-b525-34e4bdda196a,ACM Symposium on Applied Computing
d76d4e3a-7a63-47dc-b5db-283a0b97e036,ACM Symposium on Applied Computing
0eb6781b-8ca1-4951-9a47-883dcf487a9c,ACM Symposium on Cloud Computing
98f58f40-3d33-4cf9-a3b5-fdd9265059ce,ACM Symposium on Cloud Computing
3480f4de-908c-4174-8277-0fe6f165a1a9,ACM Symposium on Cloud Computing
67d97196-a754-4ab5-85c2-091284235aa8,ACM Symposium on Cloud Computing
27499be2-1f67-4ba4-98ca-741a9c154900,ACM Symposium on Cloud Computing
07536f50-aa3d-4372-9f89-8ac8dc5aa103,ACM Symposium on Cloud Computing
9dce6643-91a5-43a0-a226-eb332c736147,ACM Symposium on Cloud Computing
eb78fccb-15af-4512-be90-577e4b40ec09,ACM Symposium on Cloud Computing
43c64649-90dc-47e2-8b46-699bbe230e68,ACM Symposium on Cloud Computing
5f85c9ce-3d00-44a0-9499-25d93bc72956,ACM Symposium on Parallelism in Algorithms and Architectures
43be3793-e0b8-4be9-b9f8-d6da8b5d6a19,ACM Symposium on Parallelism in Algorithms and Architectures
76aec9c5-bf42-4bbd-9a3f-f8adca2ee59b,ACM Symposium on Parallelism in Algorithms and Architectures
3d82caa0-7fe7-4aec-bfa3-4b7e9dbd3a77,ACM Symposium on Parallelism in Algorithms and Architectures
8f7cb1c8-a5b2-450a-8152-c2d346ac9c26,ACM Symposium on User Interface Software and Technology
ec723bd2-7531-428b-93bb-5e95b963ee5a,ACM Symposium on User Interface Software and Technology
5a0dcfcd-7bfd-44ad-a027-717b7a1da385,ACM Symposium on User Interface Software and Technology
427e88c0-6f32-4be3-9bf9-823c54fce200,ACM Symposium on User Interface Software and Technology
78e1149a-231c-4a94-89ca-34345931c33d,ACM Workshop on Hot Topics in Networks
d8cfeaf2-bbaa-499b-b328-1aa57c737a9a,ACM Workshop on Hot Topics in Networks
5a329950-95d1-48a8-a9a4-390914237486,ACM on Interactive Mobile Wearable and Ubiquitous Technologies
e88a7abd-6258-4cbc-a75e-96819e9a2dc0,ACM on Interactive Mobile Wearable and Ubiquitous Technologies
8a053756-3685-42eb-95c2-f0603835e06a,ACM on Interactive Mobile Wearable and Ubiquitous Technologies
ef40d22c-5c86-4fcb-89ce-e3ef5a12267b,ACM/IEEE Design Automation Conference
da00ce3a-bfcb-439c-9e8c-3f32cdc706ed,"ACM/IEEE International Conference for High Performance Computing, Networking, Storage and Analysis"
80e82fb8-b47d-4a6d-910f-f0711e23bd2b,ACM/IEEE International Conference on Software Engineering
8215418f-f87d-490a-91f5-c3e5225a1614,ACM/IEEE Joint Conference on Digital Libraries
af24614a-06f7-4d1d-8cac-330553a3d3cb,ACM/IEEE Joint Conference on Digital Libraries
fb059026-1c2c-4230-be87-38d251ed2fd8,ACM/IEEE SC2004 Conference
acedddef-2f12-41cb-afeb-1cb85bfce9e2,ACM/SIGCOMM Internet Measurement Conference
9fc734be-943f-4563-8b9e-1141b30437b2,ACM/SIGCOMM Internet Measurement Conference
171d9263-8892-48ee-bdd7-44770e5f0711,ACM/SIGCOMM Internet Measurement Conference
eb38873a-af4f-4824-ab62-97abe80d1072,ACM/SIGCOMM Internet Measurement Conference
a9ce0555-5e51-4eca-8566-8a848918c9b8,ACS/IEEE International Conference on Computer Systems and Applications
d1324a2f-f36f-4909-98f6-e1c3ea48e785,ACS/IEEE International Conference on Computer Systems and Applications
3d7fa4a4-a261-47d2-8c23-fdaf1ff02351,ACS/IEEE International Conference on Computer Systems and Applications
748a55e2-8f91-4026-a001-26b55f4aabcc,ACS/IEEE International Conference on Computer Systems and Applications
2719b833-7ffd-4504-a9b9-9b6020d2a4ce,AFIPS Spring Joint Computing Conference
6fe455e4-1acd-444f-a221-66d98b0c8e4b,AIP Conference
84c685e6-3848-4f49-8625-05f300a7cdba,AIP Conference
fc79d3aa-a43e-4069-bc1c-c8505df72f35,AMIA ... Annual Symposium proceedings. AMIA Symposium
0a6f1c16-4efd-45f3-8462-ca81eb588597,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
7492a983-77b5-4bb5-ad62-6696d13047df,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
2aeda9c5-1e23-463d-8f44-5ad2444da32f,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
43c88c37-d88c-44ab-a38e-e045d34ace82,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
0036ea52-000e-4aae-9fc0-b5445575904c,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
87bef860-ca59-4dc2-938d-fed5c4cd153d,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science
4064e14f-fbd4-4340-8f2a-6afd73c8120d,ASLIB
4023d91c-318b-4bbe-8453-36a6a988b091,Academy of Management
69d1580e-1458-42b0-a449-ed8e0b704758,Advanced Industrial Conference on Telecommunications
e3fff1b5-c747-408e-a741-a0e1b0b4d440,Advanced Industrial Conference on Telecommunications
babcae90-2170-4d28-923b-128e899bed57,Aegean Workshop on Computing
a2d3de31-a7c5-451c-9983-313e75e3a8e4,Alberto Mendelzon Workshop on Foundations of Data Management
99239748-873a-45e9-8c4c-53492a24d6ab,Alberto Mendelzon Workshop on Foundations of Data Management
b2c1a667-d118-44dc-8711-efc336c36f70,"Allerton Conference on Communication, Control, and Computing"
95924677-2ca9-4c04-b1c3-d6460646e5cc,"Allerton Conference on Communication, Control, and Computing"
13381726-b1a9-44cc-abaf-c52c2b0b7f57,"Allerton Conference on Communication, Control, and Computing"
6a83a21f-108f-44f0-990b-f48c2b4d9553,Alvey Vision Conference
b0413ad2-a4c5-4b1f-a968-c955883d0e8a,American Control Conference
cab943aa-50ec-4344-9c70-5efc5d714502,American Medical Informatics Association Annual Symposium
f62f622c-0a78-4b8f-8d39-7ad2b2195f37,American Medical Informatics Association Annual Symposium
74ec6179-5c82-481e-a15d-aa9f5a65151c,American Medical Informatics Association Annual Symposium
6b1d2ae3-877e-4a43-a5a5-5a1d244c9f3b,American Medical Informatics Association Annual Symposium
b963ddae-6282-424f-860c-71e2a723b0e2,American Medical Informatics Association Annual Symposium
1a64601f-bf35-4462-b2dc-ce718c502bba,American Medical Informatics Association Annual Symposium
48c3a821-052c-4bee-9c27-73517324e6ef,American Medical Informatics Association Annual Symposium
65e4b584-dac5-4343-9942-1c0bc6e4cb95,American Medical Informatics Association Annual Symposium
907b3ede-c577-4347-9599-7f0a57d09e82,American Medical Informatics Association Annual Symposium
924ea674-4cb7-4195-b4cc-68130de24b09,American Medical Informatics Association Annual Symposium
37b8adda-2b5d-41b0-b7ce-b002c6d674dc,American Medical Informatics Association Annual Symposium
2f847629-81a1-40f4-b818-2ba3fd6b1564,American Medical Informatics Association Annual Symposium
c920b054-3e0a-48b2-9403-eff7692b6962,American Medical Informatics Association Annual Symposium
664cbca8-d771-40a1-b985-8ab33a6179ae,American Medical Informatics Association Annual Symposium
08e71848-a507-4568-bd3b-8502d8a60714,American Medical Informatics Association Annual Symposium
10f708dc-4af1-458c-a9a0-049c6dfd004a,Americas Conference on Information Systems
9bc05224-98a5-4771-8929-b0edbaf6fd95,Americas Conference on Information Systems
962e3918-9598-4f10-9e22-5f527a2b630d,Americas Conference on Information Systems
87b88b41-7a4f-4d7c-af51-d4ac6068761f,Americas Conference on Information Systems
e9c4a737-e5d4-4eec-afe1-9460471ca308,Annual Conference Computational Learning Theory
a30d4101-b964-43ad-9719-e65eaee77505,Annual Conference Computational Learning Theory
72989dae-7a2e-41df-9f0c-1d56da8a756d,Annual Conference Computational Learning Theory
dd110d1f-923d-4870-824d-0d4e796ce5bb,Annual Conference Computational Learning Theory
170361ec-643c-4c53-a88a-84a242cba6cf,Annual Conference Computational Learning Theory
c9db38de-f0c0-4f47-a969-f97e8adc9a79,Annual Conference Computational Learning Theory
b6aa59e7-cd0a-42da-8bd0-c1610cc3b065,Annual Conference Computational Learning Theory
26803b09-6a39-40aa-b8be-ce6d3663dc0e,Annual Conference Computational Learning Theory
4ff7c1fa-c70b-4741-8d4b-3b5b3b34f6e8,Annual Conference for Computer Science Logic
473c9542-623b-4328-ac4e-a8a4cb053902,Annual Conference for Computer Science Logic
9dc82861-8066-4d88-b416-bb98381fcfc1,Annual Conference of the Gesellschaft für Klassifikation
5e6d8f84-0212-4baa-a2a0-31b8f0377ef3,Annual Conference on Genetic and Evolutionary Computation
0dd2ed96-252f-4567-a24e-9579bc31729a,Annual Conference on Information Sciences and Systems
4977bea7-2b2a-4896-b0a7-87625a23106d,Annual Conference on Innovation and Technology in Computer Science Education
e2877bd1-b828-4444-bbcb-bbd4be035849,Annual Conference on Innovation and Technology in Computer Science Education
e8fff806-7d92-4453-80e7-1aa916931839,Annual Conference on Innovation and Technology in Computer Science Education
75eb937e-2268-4abb-a0a0-b17fb842950a,Annual Conference on Innovation and Technology in Computer Science Education
037be6c4-cb22-4b6a-b2bb-215b6cf394de,Annual Conference on Innovation and Technology in Computer Science Education
e36f23fc-1303-4d9c-8291-21eb1be17a6a,Annual Haifa Experimental Systems Conference
9ab5e18a-0b61-46ef-bc53-f2fd442d0859,Annual Haifa Experimental Systems Conference
78082403-3117-4564-af0b-36b9c8f06d3d,Annual Hawaii International Conference on System Sciences
5444619d-2258-4d91-87ad-3531e3550035,Annual Hawaii International Conference on System Sciences
05ba26f3-3901-4293-9932-c750ec859bf9,Annual IEEE Conference on Local Computer Networks Workshops
b5b53c3b-4c78-4454-afac-671621ba01b6,Annual IEEE Symposium on Foundations of Computer Science
1b12de69-3095-4ff7-a7b1-30d9d914ecf4,Annual IEEE Symposium on Logic in Computer Science
5a9fd420-29b0-480e-aa98-1edc5010533b,Annual IEEE Symposium on Logic in Computer Science
eb022524-fabf-429d-a2f8-df558b04eea0,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
55e14704-5309-4072-a4ff-508ae74f4250,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
71738dae-936b-4e1c-be2b-9b5278d5e876,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
be65236e-86f4-4766-b242-d70de40fdb91,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
bcdeead4-ee35-4626-ba63-ef242ba29c47,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
a2d28f33-9523-4d85-add5-01ae245609ec,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
9eb5b081-0c61-4659-ac2a-aa6e62ef8ff4,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
b987e918-f263-4846-b457-4eb8c7a3f627,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
b79b3224-455b-4834-a107-9de6397aba83,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
ce9ae47a-2b17-47f6-85a8-e53ecca2f538,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
e486469d-b1cc-41b7-ab24-05666d91f38e,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
176420ad-3e67-4618-9f77-b6dec85fcce5,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
4a273e1f-ff46-41f5-924d-c2253de2a732,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
6d87a8c5-7bc0-49b5-9c1f-e6e1e315f352,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
58ee4857-6d3c-45de-a463-f7668e6fd9f3,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
66d81051-c117-4f9f-9ec5-3c569f9883c8,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
9523bcb9-9cd1-4527-be37-a0465e76441c,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
67158494-ebc1-405f-9362-67daa42189ab,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
408ceaea-f66a-46b9-b3e6-bf9d2a9d125b,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
b8aff256-7575-4343-bbfb-448afee44b1a,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
744b4756-afac-4c7c-8b1b-411d9924347b,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
0c1fe512-897b-412e-a75b-8c5e9ba3644e,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
eaf70668-98c5-48be-ba5b-6523c35c5636,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
bc6a2aab-1629-4c57-b1d8-e5708a4c031c,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval
